ACC_X 0, ACC_Y 0, ACC_Z 0, ACC_X 1, ACC_Y 1, ACC_Z 1, ACC_X 2, ACC_Y 2, ACC_Z 2, Time[ms]
0.000000, 0.000000, 0.000000, -0.376964, 0.773461, -0.540544, -0.741722, 0.614765, -0.333506,  --- 119.219688
0.000000, 0.000000, 0.000000, -0.371593, 0.775414, -0.536149, -0.730979, 0.618671, -0.342784,  --- 120.219940
0.000000, 0.000000, 0.000000, -0.371593, 0.775414, -0.536149, -0.730979, 0.618671, -0.342784,  --- 121.220222
0.000000, 0.000000, 0.000000, -0.379406, 0.771508, -0.539079, -0.729514, 0.620136, -0.336436,  --- 122.237061
0.000000, 0.000000, 0.000000, -0.379406, 0.771508, -0.539079, -0.729514, 0.620136, -0.336436,  --- 123.237381
0.000000, 0.000000, 0.000000, -0.379406, 0.770043, -0.537126, -0.733909, 0.618671, -0.341807,  --- 124.237572
0.000000, 0.000000, 0.000000, -0.379406, 0.770043, -0.537126, -0.733909, 0.618671, -0.341807,  --- 125.237740
0.000000, 0.000000, 0.000000, -0.384289, 0.778344, -0.541032, -0.728538, 0.619159, -0.343760,  --- 126.237930
0.000000, 0.000000, 0.000000, -0.384289, 0.778344, -0.541032, -0.728538, 0.619159, -0.343760,  --- 127.238167
0.000000, 0.000000, 0.000000, -0.375500, 0.779320, -0.540544, -0.736350, 0.629902, -0.333506,  --- 128.238541
0.000000, 0.000000, 0.000000, -0.375500, 0.779320, -0.540544, -0.736350, 0.629902, -0.333506,  --- 129.238937
0.000000, 0.000000, 0.000000, -0.378429, 0.774926, -0.540544, -0.731956, 0.619648, -0.331553,  --- 130.239212
0.000000, 0.000000, 0.000000, -0.378429, 0.774926, -0.540544, -0.731956, 0.619648, -0.331553,  --- 131.239471
0.000000, 0.000000, 0.000000, -0.374035, 0.767113, -0.533219, -0.730491, 0.620624, -0.338389,  --- 132.239746
0.000000, 0.000000, 0.000000, -0.374035, 0.767113, -0.533219, -0.730491, 0.620624, -0.338389,  --- 133.240204
0.000000, 0.000000, 0.000000, -0.380383, 0.769066, -0.537614, -0.732444, 0.632343, -0.326182,  --- 134.240448
0.000000, 0.000000, 0.000000, -0.380383, 0.769066, -0.537614, -0.732444, 0.632343, -0.326182,  --- 135.240845
0.000000, 0.000000, 0.000000, -0.375988, 0.771996, -0.541520, -0.732932, 0.627949, -0.340342,  --- 136.241089
0.000000, 0.000000, 0.000000, -0.375988, 0.771996, -0.541520, -0.732932, 0.627949, -0.340342,  --- 137.241333
0.000000, 0.000000, 0.000000, -0.377941, 0.773461, -0.544450, -0.720725, 0.630390, -0.347178,  --- 138.241638
0.000000, 0.000000, 0.000000, -0.377941, 0.773461, -0.544450, -0.720725, 0.630390, -0.347178,  --- 139.241852
0.000000, 0.000000, 0.000000, -0.376476, 0.764672, -0.542497, -0.730002, 0.625019, -0.334483,  --- 140.242035
0.000000, 0.000000, 0.000000, -0.376476, 0.764672, -0.542497, -0.730002, 0.625019, -0.334483,  --- 141.242249
0.000000, 0.000000, 0.000000, -0.368175, 0.778832, -0.551286, -0.725120, 0.617694, -0.333994,  --- 142.247711
0.000000, 0.000000, 0.000000, -0.368175, 0.778832, -0.551286, -0.725120, 0.617694, -0.333994,  --- 143.248245
0.000000, 0.000000, 0.000000, -0.373546, 0.765648, -0.536637, -0.728538, 0.621601, -0.336436,  --- 144.248505
0.000000, 0.000000, 0.000000, -0.373546, 0.765648, -0.536637, -0.728538, 0.621601, -0.336436,  --- 145.248840
0.000000, 0.000000, 0.000000, -0.368175, 0.769066, -0.535661, -0.739280, 0.622089, -0.335948,  --- 146.249130
0.000000, 0.000000, 0.000000, -0.368175, 0.769066, -0.535661, -0.739280, 0.622089, -0.335948,  --- 147.249451
0.000000, 0.000000, 0.000000, -0.368175, 0.769066, -0.535661, -0.739280, 0.622089, -0.335948,  --- 148.249802
0.000000, 0.000000, 0.000000, -0.381847, 0.762718, -0.542009, -0.728049, 0.620136, -0.336436,  --- 149.250259
0.000000, 0.000000, 0.000000, -0.383801, 0.770043, -0.540544, -0.730002, 0.623066, -0.344737,  --- 150.269363
0.000000, 0.000000, 0.000000, -0.383801, 0.770043, -0.540544, -0.730002, 0.623066, -0.344737,  --- 151.269852
0.000000, 0.000000, 0.000000, -0.371105, 0.770531, -0.535661, -0.731467, 0.631855, -0.337901,  --- 152.270187
0.000000, 0.000000, 0.000000, -0.371105, 0.770531, -0.535661, -0.731467, 0.631855, -0.337901,  --- 153.270477
0.000000, 0.000000, 0.000000, -0.379406, 0.772484, -0.548845, -0.724631, 0.623066, -0.345225,  --- 154.270752
0.000000, 0.000000, 0.000000, -0.379406, 0.772484, -0.548845, -0.724631, 0.623066, -0.345225,  --- 155.270966
0.000000, 0.000000, 0.000000, -0.375500, 0.771996, -0.546403, -0.730491, 0.625507, -0.337413,  --- 156.271194
0.000000, 0.000000, 0.000000, -0.375500, 0.771996, -0.546403, -0.730491, 0.625507, -0.337413,  --- 157.271393
0.000000, 0.000000, 0.000000, -0.376476, 0.770043, -0.540055, -0.732932, 0.628437, -0.331065,  --- 158.271667
0.000000, 0.000000, 0.000000, -0.376476, 0.770043, -0.540055, -0.732932, 0.628437, -0.331065,  --- 159.271896
0.000000, 0.000000, 0.000000, -0.382336, 0.766625, -0.531754, -0.728049, 0.625019, -0.327647,  --- 160.272171
0.000000, 0.000000, 0.000000, -0.382336, 0.766625, -0.531754, -0.728049, 0.625019, -0.327647,  --- 161.272675
0.000000, 0.000000, 0.000000, -0.382336, 0.766625, -0.531754, -0.728049, 0.625019, -0.327647,  --- 162.272903
0.000000, 0.000000, 0.000000, -0.373058, 0.775414, -0.541520, -0.737815, 0.623554, -0.338389,  --- 163.273193
0.000000, 0.000000, 0.000000, -0.373058, 0.775414, -0.541520, -0.737815, 0.623554, -0.338389,  --- 164.273422
0.000000, 0.000000, 0.000000, -0.385266, 0.768090, -0.539567, -0.732932, 0.624531, -0.326182,  --- 165.273712
0.000000, 0.000000, 0.000000, -0.385266, 0.768090, -0.539567, -0.732932, 0.624531, -0.326182,  --- 166.274017
0.000000, 0.000000, 0.000000, -0.370617, 0.775414, -0.545427, -0.737815, 0.623066, -0.339366,  --- 167.278214
0.000000, 0.000000, 0.000000, -0.370617, 0.775414, -0.545427, -0.737815, 0.623066, -0.339366,  --- 168.278534
0.000000, 0.000000, 0.000000, -0.374035, 0.774437, -0.544450, -0.726096, 0.625019, -0.346202,  --- 169.278870
0.000000, 0.000000, 0.000000, -0.374035, 0.774437, -0.544450, -0.726096, 0.625019, -0.346202,  --- 170.281921
0.000000, 0.000000, 0.000000, -0.380383, 0.764672, -0.548845, -0.730002, 0.619159, -0.336924,  --- 171.282364
0.000000, 0.000000, 0.000000, -0.380383, 0.764672, -0.548845, -0.730002, 0.619159, -0.336924,  --- 172.282654
0.000000, 0.000000, 0.000000, -0.384777, 0.773461, -0.537126, -0.733909, 0.617206, -0.348643,  --- 173.282959
0.000000, 0.000000, 0.000000, -0.384777, 0.773461, -0.537126, -0.733909, 0.617206, -0.348643,  --- 174.283249
0.000000, 0.000000, 0.000000, -0.388684, 0.774926, -0.539079, -0.736839, 0.625507, -0.338389,  --- 175.283508
0.000000, 0.000000, 0.000000, -0.388684, 0.774926, -0.539079, -0.736839, 0.625507, -0.338389,  --- 176.283859
0.000000, 0.000000, 0.000000, -0.375500, 0.769066, -0.539567, -0.739280, 0.617694, -0.340831,  --- 177.284134
0.000000, 0.000000, 0.000000, -0.375500, 0.769066, -0.539567, -0.739280, 0.617694, -0.340831,  --- 178.284348
0.000000, 0.000000, 0.000000, -0.380871, 0.764672, -0.551286, -0.734885, 0.624531, -0.341319,  --- 179.284592
0.000000, 0.000000, 0.000000, -0.380871, 0.764672, -0.551286, -0.734885, 0.624531, -0.341319,  --- 180.284821
0.000000, 0.000000, 0.000000, -0.386242, 0.775414, -0.544938, -0.733909, 0.617206, -0.344249,  --- 181.285156
0.000000, 0.000000, 0.000000, -0.386242, 0.775414, -0.544938, -0.733909, 0.617206, -0.344249,  --- 182.287079
0.000000, 0.000000, 0.000000, -0.375988, 0.769554, -0.539567, -0.732444, 0.615253, -0.334483,  --- 183.304977
0.000000, 0.000000, 0.000000, -0.375988, 0.769554, -0.539567, -0.732444, 0.615253, -0.334483,  --- 184.318817
0.000000, 0.000000, 0.000000, -0.373546, 0.768578, -0.553239, -0.729026, 0.617206, -0.343760,  --- 185.319138
0.000000, 0.000000, 0.000000, -0.373546, 0.768578, -0.553239, -0.729026, 0.617206, -0.343760,  --- 186.319351
0.000000, 0.000000, 0.000000, -0.380383, 0.764183, -0.542009, -0.739280, 0.618671, -0.331553,  --- 187.319672
0.000000, 0.000000, 0.000000, -0.380383, 0.764183, -0.542009, -0.739280, 0.618671, -0.331553,  --- 188.320007
0.000000, 0.000000, 0.000000, -0.379894, 0.769554, -0.541032, -0.734885, 0.618671, -0.339366,  --- 189.320251
0.000000, 0.000000, 0.000000, -0.379894, 0.769554, -0.541032, -0.734885, 0.618671, -0.339366,  --- 190.320572
0.000000, 0.000000, 0.000000, -0.382336, 0.769066, -0.541520, -0.732444, 0.629413, -0.341319,  --- 191.320816
0.000000, 0.000000, 0.000000, -0.382336, 0.769066, -0.541520, -0.732444, 0.629413, -0.341319,  --- 192.321045
0.000000, 0.000000, 0.000000, -0.373546, 0.776391, -0.536149, -0.731467, 0.617694, -0.334483,  --- 193.321365
0.000000, 0.000000, 0.000000, -0.373546, 0.776391, -0.536149, -0.731467, 0.617694, -0.334483,  --- 194.321594
0.000000, 0.000000, 0.000000, -0.374523, 0.776391, -0.545915, -0.734397, 0.621112, -0.341319,  --- 195.321777
0.000000, 0.000000, 0.000000, -0.374523, 0.776391, -0.545915, -0.734397, 0.621112, -0.341319,  --- 196.342697
0.000000, 0.000000, 0.000000, -0.382824, 0.776879, -0.552751, -0.728538, 0.610370, -0.347178,  --- 197.343231
0.000000, 0.000000, 0.000000, -0.382824, 0.776879, -0.552751, -0.728538, 0.610370, -0.347178,  --- 198.348755
0.000000, 0.000000, 0.000000, -0.378429, 0.777367, -0.544938, -0.729026, 0.632343, -0.347178,  --- 199.349106
0.000000, 0.000000, 0.000000, -0.378429, 0.777367, -0.544938, -0.729026, 0.632343, -0.347178,  --- 200.349380
0.000000, 0.000000, 0.000000, -0.368663, 0.783227, -0.535661, -0.730491, 0.628437, -0.334971,  --- 201.349762
0.000000, 0.000000, 0.000000, -0.368663, 0.783227, -0.535661, -0.730491, 0.628437, -0.334971,  --- 202.350052
0.000000, 0.000000, 0.000000, -0.372570, 0.771508, -0.539567, -0.728049, 0.635761, -0.351573,  --- 203.359772
0.000000, 0.000000, 0.000000, -0.372570, 0.771508, -0.539567, -0.728049, 0.635761, -0.351573,  --- 204.360092
0.000000, 0.000000, 0.000000, -0.376964, 0.776879, -0.541032, -0.729026, 0.622089, -0.335459,  --- 205.360306
0.000000, 0.000000, 0.000000, -0.376964, 0.776879, -0.541032, -0.729026, 0.622089, -0.335459,  --- 206.360550
0.000000, 0.000000, 0.000000, -0.367687, 0.772973, -0.539567, -0.730979, 0.626484, -0.349620,  --- 207.360733
0.000000, 0.000000, 0.000000, -0.367687, 0.772973, -0.539567, -0.730979, 0.626484, -0.349620,  --- 208.360977
0.000000, 0.000000, 0.000000, -0.376476, 0.771508, -0.531266, -0.731956, 0.625995, -0.348643,  --- 209.361282
0.000000, 0.000000, 0.000000, -0.376476, 0.771508, -0.531266, -0.731956, 0.625995, -0.348643,  --- 210.361557
0.000000, 0.000000, 0.000000, -0.375500, 0.765648, -0.534684, -0.729514, 0.619648, -0.340831,  --- 211.361801
0.000000, 0.000000, 0.000000, -0.375500, 0.765648, -0.534684, -0.729514, 0.619648, -0.340831,  --- 212.381302
0.000000, 0.000000, 0.000000, -0.375988, 0.772973, -0.532243, -0.728049, 0.628925, -0.336436,  --- 213.381775
0.000000, 0.000000, 0.000000, -0.375988, 0.772973, -0.532243, -0.728049, 0.628925, -0.336436,  --- 214.381958
0.000000, 0.000000, 0.000000, -0.380871, 0.781762, -0.543473, -0.724143, 0.620136, -0.332041,  --- 215.382172
0.000000, 0.000000, 0.000000, -0.380871, 0.781762, -0.543473, -0.724143, 0.620136, -0.332041,  --- 216.382553
0.000000, 0.000000, 0.000000, -0.375988, 0.771996, -0.546403, -0.730491, 0.619159, -0.340342,  --- 217.382980
0.000000, 0.000000, 0.000000, -0.375988, 0.771996, -0.546403, -0.730491, 0.619159, -0.340342,  --- 218.398148
0.000000, 0.000000, 0.000000, -0.377453, 0.777367, -0.540055, -0.737327, 0.614276, -0.324229,  --- 219.398438
